"","!discarded","profile_ID","ID","Author_year","Site_name","Country","Region","Longitude","Latitude","Altitude_masl","Mean_annual_rainfall_mm","Mean_annual_temperature_C","Climate_Köppen","Soil_type_WRB/FAO","Sand","Silt","Clay","Texture","pH","Depth_cm","Layer_deep","Initial_depth","Final_depth","Reference_depth","AFS_description","AFS_classification","AFS_crop_density_ha","AFS_tree_density_ha","Crop_species","Tree_species","Previous_land_use","Experimental_design","AFS_age_yrs","AFS_Stock_t_ha","AFS_SE_t_ha","Control_type","Control_Stock_ton_ha","Control_SE_t_ha","pH_flag","texture_flag","C_stocks_delta_t_ha","C_stocks_delta_procent"
"539",FALSE,"140",539,"siqueira_2019","Pindorama","Brazil","South_America",-48.9166666666667,-21.2166666666667,NA,1258,21.55,"Aw","Acrisols",707,65,228,NA,NA,20,"80-100",80,100,90,"AFS3: mayze conventional system","silvoarable",NA,1428.57142857143,"maize","rubber tree (Hevea brasiliensis), acerola (Malpighia glabra L), and annatto (Bixa Orellana)","forest","synchronic",5,10.63,NA,"secondary forest",11.2,NA,0,1,-0.569999999999999,-5.0892857142857
"540",TRUE,"224",540,"surki_2020","Saman area","Iran","Asia",51.34,32.6,300,1993,15,"Bwk","Cambisols",530,253,217,NA,"8.3000000000000007",30,"0-30",0,30,15,"almond + wheat","silvoarable",NA,800,"wheat","almond","cropland","synchronic",8,33.6742424242424,2.3863636363636,"sole-cropped - wheat",27.0454545454545,2.3863636363636,1,1,6.6287878787879,24.5098039215687
"541",TRUE,"213",541,"surki_2020","Saman area","Iran","Asia",51.34,32.6,300,1993,15,"Bwk","Cambisols",530,253,217,NA,"8.3000000000000007",30,"0-30",0,30,15,"almond + barley","silvoarable",NA,800,"barley","almond","cropland","synchronic",8,53.030303030303,2.51893939393935,"sole-cropped - barley",32.8787878787878,3.4469696969697,1,1,20.1515151515152,61.2903225806455
"542",TRUE,"215",542,"surki_2020","Saman area","Iran","Asia",51.34,32.6,300,1993,15,"Bwk","Cambisols",530,253,217,NA,"8.3000000000000007",30,"0-30",0,30,15,"almond + clover","silvoarable",NA,800,"clover","almond","cropland","synchronic",8,37.6515151515151,1.5909090909091,"sole-cropped - clover",29.9621212121212,2.1212121212121,1,1,7.6893939393939,25.6637168141592
"543",FALSE,"233",543,"yasin_2021","Jaranwala. Faisalabad, Punjab","Pakistan","Asia",73.42,31.38,184,512,24.8,"Bsh",NA,NA,NA,NA,NA,NA,15,"0-15",0,15,7.5,"Pattern B: maize + poplar shelterbelt","hedgerow",NA,255,"maize","Populus deltoides","cropland","synchronic",9,21.31,0.89,"Pattern A: maize + poplar ( 192 trees / ha)",20.03,1.58,0,0,1.28,6.39041437843234
"544",FALSE,"233",544,"yasin_2021","Jaranwala. Faisalabad, Punjab","Pakistan","Asia",73.42,31.38,184,512,24.8,"Bsh",NA,NA,NA,NA,NA,NA,15,"15-30",15,30,22.5,"Pattern B: maize + poplar shelterbelt","hedgerow",NA,255,"maize","Populus deltoides","cropland","synchronic",9,18.99,1.4,"Pattern A: maize + poplar ( 192 trees / ha)",17.21,1.29,0,0,1.78,10.34282393957
"545",FALSE,"233",545,"yasin_2021","Jaranwala. Faisalabad, Punjab","Pakistan","Asia",73.42,31.38,184,512,24.8,"Bsh",NA,NA,NA,NA,NA,NA,15,"30-45",30,45,37.5,"Pattern B: maize + poplar shelterbelt","hedgerow",NA,255,"maize","Populus deltoides","cropland","synchronic",9,15.76,1.45,"Pattern A: maize + poplar ( 192 trees / ha)",15.1,1.62,0,0,0.66,4.37086092715232
"546",FALSE,"233",546,"yasin_2021","Jaranwala. Faisalabad, Punjab","Pakistan","Asia",73.42,31.38,184,512,24.8,"Bsh",NA,NA,NA,NA,NA,NA,15,"0-15",0,15,7.5,"Pattern C: maize + poplar shelterbelt","hedgerow",NA,296,"maize","Populus deltoides","cropland","synchronic",9,22.72,1.07,"Pattern A: maize + poplar ( 192 trees / ha)",20.03,1.58,0,0,2.69,13.4298552171742
"547",FALSE,"233",547,"yasin_2021","Jaranwala. Faisalabad, Punjab","Pakistan","Asia",73.42,31.38,184,512,24.8,"Bsh",NA,NA,NA,NA,NA,NA,15,"15-30",15,30,22.5,"Pattern C: maize + poplar shelterbelt","hedgerow",NA,296,"maize","Populus deltoides","cropland","synchronic",9,19.97,1.03,"Pattern A: maize + poplar ( 192 trees / ha)",17.21,1.29,0,0,2.76,16.0371876815805
"548",FALSE,"233",548,"yasin_2021","Jaranwala. Faisalabad, Punjab","Pakistan","Asia",73.42,31.38,184,512,24.8,"Bsh",NA,NA,NA,NA,NA,NA,15,"30-45",30,45,37.5,"Pattern C: maize + poplar shelterbelt","hedgerow",NA,296,"maize","Populus deltoides","cropland","synchronic",9,16.83,1.4,"Pattern A: maize + poplar ( 192 trees / ha)",15.1,1.62,0,0,1.73,11.4569536423841
"549",FALSE,"326",549,"abaker_2016","El Demokeya forest reserve, El Obeid Agricultural Research Station","Sudan","Africa",30.4833333333333,13.2666667,560,318,27.3,"BWh/BSh","Arenosols",900,NA,NA,NA,NA,50,NA,0,50,25,NA,"parkland",NA,117,"C4 grasses (Cenchrus biflorus, Aristidia pallida, Eragrosties tremul), some C3 herbs","Acacia senegal","Grassland","Synchronic",15,9.92,0.202072594216369,"Grassland",9.5,0.294448637286709,0,1,0.42,4.42105263157895
"550",TRUE,"406",550,"abaker_2016","El Demokeya forest reserve, El Obeid Agricultural Research Station","Sudan","Africa",30.4833333333333,13.2666667,560,318,27.3,"BWh/BSh","Arenosols",900,NA,NA,NA,NA,50,NA,0,50,25,NA,"parkland",NA,167,"C4 grasses (Cenchrus biflorus, Aristidia pallida, Eragrosties tremul), some C3 herbs","Acacia senegal","Grassland","Synchronic",24,10.96,0.167431578064991,"Grassland",9.5,0.294448637286709,0,1,1.46,15.3684210526316
"551",TRUE,"195",551,"abaker_2016","El Hemaira forest","Sudan","Africa",30.1666666666666,13.3166667,570,318,27.3,"BWh/BSh","Arenosols",900,NA,NA,NA,NA,50,NA,0,50,25,NA,"parkland",NA,327,"C4 grasses (Cenchrus biflorus, Aristidia pallida, Eragrosties tremul), some C3 herbs","Acacia senegal","Grassland","Synchronic",7,8.46,0.178978583448784,"Grassland",8.67,0.340636658821879,0,1,-0.209999999999999,-2.42214532871971
"552",FALSE,"326",552,"abaker_2016","El Hemaira forest","Sudan","Africa",30.1666666666666,13.3166667,570,318,27.3,"BWh/BSh","Arenosols",900,NA,NA,NA,NA,50,NA,0,50,25,NA,"parkland",NA,177,"C4 grasses (Cenchrus biflorus, Aristidia pallida, Eragrosties tremul), some C3 herbs","Acacia senegal","Grassland","Synchronic",15,9.86,0.421465696508427,"Grassland",8.67,0.340636658821879,0,1,1.19,13.7254901960784
"553",TRUE,"365",553,"abaker_2016","El Hemaira forest","Sudan","Africa",30.1666666666666,13.3166667,570,318,27.3,"BWh/BSh","Arenosols",900,NA,NA,NA,NA,50,NA,0,50,25,NA,"parkland",NA,203,"C4 grasses (Cenchrus biflorus, Aristidia pallida, Eragrosties tremul), some C3 herbs","Acacia senegal","Grassland","Synchronic",20,12.5,2.10732848254213,"Grassland",8.67,0.340636658821879,0,1,3.83,44.1753171856978
"554",TRUE,"148",554,"adhikary_2017","ICAR-Indian Institute of Soil and Water Conservation (IISWC)","India","Asia",82.7,18.75,900,1540,24.7,"Aw","Luvisols",NA,NA,NA,NA,"6",40,NA,0,40,20,NA,"alley cropping",NA,40000,"Paddy - slope 5%","Gliricidia sepium","cropland","Synchronic",5,34.725,NA,"Agriculture",20.83,NA,1,1,13.895,66.7066730676908
"555",TRUE,"146",555,"adhikary_2017","ICAR-Indian Institute of Soil and Water Conservation (IISWC)","India","Asia",82.7,18.75,900,1540,24.7,"Aw","Luvisols",NA,NA,NA,NA,"6",40,NA,0,40,20,NA,"alley cropping",NA,40000,"Paddy - slope 10%","Gliricidia sepium","cropland","Synchronic",5,27.325,NA,"Agriculture",19.69,NA,1,1,7.635,38.7760284408329
"556",TRUE,"149",556,"adhikary_2017","ICAR-Indian Institute of Soil and Water Conservation (IISWC)","India","Asia",82.7,18.75,900,1540,24.7,"Aw","Luvisols",NA,NA,NA,NA,"6",40,NA,0,40,20,NA,"alley cropping",NA,40000,"Paddy - slope 5%","Leucae leucocephala","cropland","Synchronic",5,32.14,NA,"Agriculture",20.83,NA,1,1,11.31,54.2966874699952
"557",TRUE,"147",557,"adhikary_2017","ICAR-Indian Institute of Soil and Water Conservation (IISWC)","India","Asia",82.7,18.75,900,1540,24.7,"Aw","Luvisols",NA,NA,NA,NA,"6",40,NA,0,40,20,NA,"alley cropping",NA,40000,"Paddy - slope 10%","Leucae leucocephala","cropland","Synchronic",5,25.3,NA,"Agriculture",19.69,NA,1,1,5.61,28.4916201117319
"558",TRUE,"144",558,"alegre&rao_1996","Yurimaguas","Peru","South_America",-76.08333333,-5.75,NA,2200,26,"Af","Acrisols",NA,NA,NA,NA,NA,15,NA,0,15,7.5,NA,"silvoarable",NA,NA,NA,"lnga edulis","Forest","Synchronic",5,25.542,NA,"Forest",26.82,NA,0,1,-1.278,-4.76510067114095
"559",TRUE,"94",559,"bambrick_2010","Saint Paulin","Cada","North_America",-72.9833333333333,46.45,NA,1113,4,"Dfb","Cambisols",790,160,50,NA,"6.2",30,NA,0,30,15,NA,"silvoarable",NA,347,"Ave sativa L., Zea mays L., fallow","Populus deltoides × Populus nigra, Quercus rubra L., Prunus seroti Ehrh.","cropland","Synchronic",4,66.9,10.7,"Agriculture",66.3,1.3,1,1,0.600000000000009,0.904977375565624
"560",TRUE,"99",560,"bambrick_2010","Saint Edouard","Cada","North_America",-73.1833333333333,46.3333333,NA,1079,3,"Dfb","Podzols",860,120,20,NA,"6.3",30,NA,0,30,15,NA,"silvoarable",NA,417,"Fagopyrum esculentum P. Mill., Brassica pus L.","Populus deltoides × Populus nigra, Quercus rubra L., Fraxinus america L.","cropland","Synchronic",4,76.9,2,"Agriculture",80.1,6,1,1,-3.19999999999999,-3.99500624219724
"561",TRUE,"218",561,"bambrick_2010","Saint Rémi","Cada","North_America",-73.6666666666666,45.25,NA,1027,6,"Dfb","Cambisols",490,350,160,NA,"7",30,NA,0,30,15,NA,"silvoarable",NA,312,"Glycine max (L.) Merr., Triticum aestivum L.","Populus trichocarpa × Populus deltoides, Populus nigra × Populus maximowiczii, Populus deltoides × Populus nigra, Fraxinus america L., Juglans nigra L.","cropland","Synchronic",8,77.1,3.9,"Agriculture",43.5,7.6,1,1,33.6,77.2413793103448
"562",TRUE,"386",562,"bambrick_2010","Guelph’s Agroforestry Research Station","Cada","North_America",-80.2088888888889,43.5411111,NA,830,7.2,"Dfb","Luvisols",560,340,100,NA,"7.4",20,NA,0,20,10,NA,"silvoarable",NA,111,"Zea mays L., Glycine max (L.) Merr., Triticum aestivum L., Hordeum vulgare L.","Populus deltoides × Populus nigra","cropland","Synchronic",21,57,1.8,"Agriculture",50.8,1.8,1,1,6.2,12.2047244094488
"563",TRUE,"385",563,"bambrick_2010","Guelph’s Agroforestry Research Station","Cada","North_America",-80.2088888888889,43.5411111,NA,830,7.2,"Dfb","Luvisols",560,340,100,NA,"7.4",20,NA,0,20,10,NA,"silvoarable",NA,111,"Zea mays L., Glycine max (L.) Merr., Triticum aestivum L., Hordeum vulgare L.","Picea abies","cropland","Synchronic",21,50.9,1.4,"Agriculture",50.8,1.8,1,1,0.100000000000001,0.19685039370079
"564",FALSE,"47",564,"baumert_2016","Site 11","Burki Faso","Africa",-3.434516,11.701321,NA,919.5,27.6,"Aw","Lixisols",NA,NA,NA,NA,NA,40,NA,0,40,20,NA,"silvoarable",NA,625,"Sorghum","Jatropha curcas L.","cropland","Synchronic",2,20.348,0.915100176665557,"Agriculture",25.158,0.149906637611548,0,1,-4.81,-19.1191668654106
"565",FALSE,"82",565,"baumert_2016","Site 23","Burki Faso","Africa",-3.434516,11.701321,NA,919.5,27.6,"Aw","Lixisols",NA,NA,NA,NA,NA,40,NA,0,40,20,NA,"silvoarable",NA,625,"Sorghum","Jatropha curcas L.","cropland","Synchronic",3,33.798,3.8947441507755,"Agriculture",35.181,2.10364267402998,0,1,-1.383,-3.93109917284897
"566",FALSE,"47",566,"baumert_2016","Site 24","Burki Faso","Africa",-3.434516,11.701321,NA,919.5,27.6,"Aw","Regosols",NA,NA,NA,NA,NA,40,NA,0,40,20,NA,"silvoarable",NA,625,"Sorghum","Jatropha curcas L.","cropland","Synchronic",2,65.841,6.09277739075812,"Agriculture",58.062,8.19041784648378,0,1,7.779,13.3977472357135
"567",FALSE,"82",567,"baumert_2016","Site 25","Burki Faso","Africa",-3.434516,11.701321,NA,919.5,27.6,"Aw","Lixisols",NA,NA,NA,NA,NA,20,NA,0,20,10,NA,"silvoarable",NA,625,"Sorghum","Jatropha curcas L.","cropland","Synchronic",3,19.024,0.339411254969543,"Agriculture",19.582,0.6805,0,1,-0.558,-2.84955571443162
"568",TRUE,"113",568,"baumert_2016","Site 26","Burki Faso","Africa",-3.434516,11.701321,NA,919.5,27.6,"Aw","Lixisols",NA,NA,NA,NA,NA,40,NA,0,40,20,NA,"silvoarable",NA,714,"Sorghum","Jatropha curcas L.","cropland","Synchronic",4,38.47,3.23572063070964,"Agriculture",39.11,1.8505,0,1,-0.640000000000001,-1.63641012528765
"569",TRUE,"342",569,"baumert_2016","Site 41","Burki Faso","Africa",-3.112332,11.132293,NA,919.5,27.6,"Aw","Lixisols",NA,NA,NA,NA,NA,40,NA,0,40,20,NA,"silvoarable",NA,625,"Sorghum","Jatropha curcas L.","cropland","Synchronic",16,37.988,8.04263252921579,"Agriculture",30.629,3.47449391998317,0,1,7.359,24.026249632701
"570",FALSE,"82",570,"baumert_2016","Site 71","Burki Faso","Africa",-1.2516,12.340807,NA,919.5,27.6,"Aw","Lixisols",NA,NA,NA,NA,NA,40,NA,0,40,20,NA,"silvoarable",NA,1667,"Sorghum","Jatropha curcas L.","cropland","Synchronic",3,41.201,9.24857396214862,"Agriculture",37.805,1.11510739393119,0,1,3.396,8.98293876471366
"571",FALSE,"82",571,"baumert_2016","Site 72","Burki Faso","Africa",-0.756459,12.278746,NA,919.5,27.6,"Aw","Lixisols",NA,NA,NA,NA,NA,20,NA,0,20,10,NA,"silvoarable",NA,1250,"Sorghum","Jatropha curcas L.","cropland","Synchronic",3,21.131,NA,"Agriculture",19.46,1.06914545315406,0,1,1.671,8.58684480986639
"572",TRUE,"409",572,"beckert_2016","Glensaugh","Scotland","Europe",-2.53361111111111,56.8833333,NA,1130,7.5,"Cfb","Podzols",NA,NA,50,NA,NA,50,NA,0,50,25,NA,"silvopasture",NA,100,"Lolium perenne","Pinus sylvestris","Grassland","Synchronic",24,71.12032,7.12,"Grassland",64.2807324,5.68,0,1,6.83958760000002,10.6401830605154
"573",TRUE,"408",573,"beckert_2016","Glensaugh","Scotland","Europe",-2.53361111111111,56.8833333,NA,1130,7.5,"Cfb","Podzols",NA,NA,50,NA,NA,50,NA,0,50,25,NA,"silvopasture",NA,200,"Lolium perenne","Larix eurolepis","Grassland","Synchronic",24,82.541856,11.71,"Grassland",64.2807324,5.68,0,1,18.2611236,28.4083938035529
"574",TRUE,"407",574,"beckert_2016","Glensaugh","Scotland","Europe",-2.53361111111111,56.8833333,NA,1130,7.5,"Cfb","Podzols",NA,NA,50,NA,NA,50,NA,0,50,25,NA,"silvopasture",NA,400,"Lolium perenne","Acer pseudoplantanus","Grassland","Synchronic",24,71.88597,8.7,"Grassland",64.2807324,5.68,0,1,7.60523760000001,11.8312864773769
"575",TRUE,"269",575,"beer_1990","CATIE","Costa Rica","Central_America",-83.657384,9.895677,625,2648,22.3,"Af","Cambisols",290,320,380,NA,"3.8",30,NA,0,30,15,NA,"shaded perennial-crop",NA,1389,"Theobroma cacao","Cordia alliodora","Plantation","diachronic",10,79.3604651162791,NA,"Plantation",74.0116279069767,NA,1,1,5.34883720930236,7.22702278083273
"576",TRUE,"270",576,"beer_1990","CATIE","Costa Rica","Central_America",-83.657384,9.895677,625,2648,22.3,"Af","Cambisols",290,320,380,NA,"3.8",30,NA,0,30,15,NA,"shaded perennial-crop",NA,1389,"Theobroma cacao","Erythri poeppigia","Plantation","diachronic",10,102.790697674419,NA,"Plantation",91.1046511627907,NA,1,1,11.6860465116283,12.8270580727509
"577",TRUE,"141",577,"benbi_2012","Rupgar district, Punjab state","India","Asia",76.61,30.97,NA,750,24.3,"BSh",NA,604.5,252.5,143,NA,"8",15,NA,0,15,7.5,NA,"silvoarable",NA,943.396226415094,"Maize, wheat","Populus deltoids Bartr.","cropland","Synchronic",5,16.1376,1.31856917907253,"Agriculture",14.3766,1.12879473001073,1,1,1.761,12.2490714077042
"578",TRUE,"151",578,"benbi_2012","Rupgar district, Punjab state","India","Asia",76.61,30.97,NA,750,24.3,"BSh",NA,588.5,258,153.5,NA,"8",15,NA,0,15,7.5,NA,"silvoarable",NA,943.396226415094,"Rice-wheat","Populus deltoids Bartr.","cropland","Synchronic",5,16.1376,1.31856917907253,"Agriculture",8.9628,2.05919250435699,1,1,7.1748,80.0508769580934
"579",TRUE,"29",579,"bertalot_2014","Brazilian Association of Biodymic Agriculture","Brazil","South_America",-48.4166666666666,-22.95,900,1549,20.5,"Cfa","Ferralsols",NA,NA,NA,NA,"5.2",20,NA,0,20,10,NA,"alley cropping",NA,NA,"Ave strigosa, Zea mays","Leucae diversifolia","cropland","Synchronic",2,25.45,5.91842472284644,"Agriculture",23.44,8.17649560924483,1,1,2.01,8.57508532423207
"580",FALSE,"310",580,"bright_2017","Nioro-du-Rip","Senegal","Africa",-15.7833333333333,13.75,18,709,27.3,"BSh","Lixisols",900,NA,NA,NA,"6.2",10,NA,0,10,5,NA,"alley cropping",NA,1000,"Millet, groundnut","Piliostigma reticulatum","cropland","Synchronic",13,5.237,0.713,"Agriculture",3.145,0.186,1,1,2.092,66.5182829888712
"581",FALSE,"310",581,"bright_2017","Nioro-du-Rip","Senegal","Africa",-15.7833333333333,13.75,18,709,27.3,"BSh","Lixisols",900,NA,NA,NA,"6.2",10,NA,0,10,5,NA,"alley cropping",NA,1000,"Millet, groundnut","Piliostigma reticulatum","cropland","Synchronic",13,5.671,0.484,"Agriculture",3.411,0.223,1,1,2.26,66.2562298446203
"582",FALSE,"310",582,"bright_2017","Nioro-du-Rip","Senegal","Africa",-15.7833333333333,13.75,18,709,27.3,"BSh","Lixisols",900,NA,NA,NA,"6.2",10,NA,0,10,5,NA,"alley cropping",NA,1000,"Millet, groundnut","Piliostigma reticulatum","cropland","Synchronic",13,5.204,0.222,"Agriculture",3.131,0.064,1,1,2.073,66.2088789524114
"583",FALSE,"310",583,"bright_2017","Nioro-du-Rip","Senegal","Africa",-15.7833333333333,13.75,18,709,27.3,"BSh","Lixisols",900,NA,NA,NA,"6.2",10,NA,0,10,5,NA,"alley cropping",NA,1000,"Millet, groundnut","Piliostigma reticulatum","cropland","Synchronic",13,5.829,0.639,"Agriculture",3.178,0.177,1,1,2.651,83.4172435494021
"584",TRUE,"184",584,"cardinael_2017","Châteaudun","France","Europe",1.29944444444444,48.1022222,147,595,11.1,"Cfb","Luvisols",100,705,195,NA,"7",30,NA,0,30,15,NA,"silvoarable",NA,34,"Triticum aestivum L. subsp. Aestivum, Brassica pus L.","Juglans regia × nigra","cropland","Synchronic",6,46.7,1,"Agriculture",45,1.1,1,1,1.7,3.77777777777778
"585",TRUE,"185",585,"cardinael_2017","Mazières-sur-Béronne","France","Europe",-0.176944444444444,46.1983333,107,810,11.7,"Cfb","Luvisols",105,645,250,NA,"5.8",30,NA,0,30,15,NA,"silvoarable",NA,25,"Triticum aestivum L. subsp. Aestivum, Brassica pus L., Helianthus annuus L.","Juglans regia × nigra","cropland","Synchronic",6,40.7,0.9,"Agriculture",40.1,1.7,1,1,0.600000000000001,1.49625935162095
"586",TRUE,"469",586,"cardinael_2017","Saint-Jean-d'Angély","France","Europe",-0.2325,46.0108333,152,850,12.9,"Cfb","Luvisols",80,390,530,NA,"7.7",20,NA,0,20,10,NA,"silvoarable",NA,102,"Helianthus annuus L., Triticum aestivum L. subsp. aestivum, Hordeum vulgare L.","Juglans nigra L.","cropland","Synchronic",41,60.9,0.9,"Agriculture",42.1,0.8,1,1,18.8,44.6555819477435
"587",TRUE,"348",587,"cardinael_2017","Vézènobres","France","Europe",4.11027777777777,44.0608333,102,1037,14.5,"Csb","Fluvisols",510,390,100,NA,"8.3000000000000007",30,NA,0,30,15,NA,"silvoarable",NA,100,"Brassica pus L., Triticum aestivum L. subsp. aestivum, Solanum tuberosum L., Allium sativum L.","Juglans regia × nigra","cropland","Synchronic",18,42.8,0.8,"Agriculture",40.8,2,1,1,2,4.90196078431373
"588",TRUE,"427",588,"cardinael_2017","Theix","France","Europe",3.0275,45.7161111,829,800,7.7,"Cfb","Andosols",310,330,360,NA,"6.5",30,NA,0,30,15,NA,"silvopasture",NA,200,"Lolium perenne L., Festuca sp.","Prunus avium L.","Grassland","Synchronic",26,110.2,6.1,"Grassland",114.3,2.3,1,1,-4.09999999999999,-3.58705161854768
"589",FALSE,"301",589,"chander_1998","Research farm of the CCS Harya Agricultural University, Hisar","India","Asia",75.0833333333333,29.0333333,215,400,28.3,"BSh","Cambisols",700,160,140,NA,"7.46",15,NA,0,15,7.5,NA,"silvoarable",NA,100,"Triticum aestivum, Vig sinensis","Dalbergia sissoo","cropland","Synchronic",12,12.7296,NA,"Agriculture",12.6684,NA,1,1,0.0611999999999995,0.483091787439609
"590",FALSE,"301",590,"chander_1998","Research farm of the CCS Harya Agricultural University, Hisar","India","Asia",75.0833333333333,29.0333333,215,400,28.3,"BSh","Cambisols",700,160,140,NA,"7.46",15,NA,0,15,7.5,NA,"silvoarable",NA,200,"Triticum aestivum, Vig sinensis","Dalbergia sissoo","cropland","Synchronic",12,13.0356,NA,"Agriculture",12.6684,NA,1,1,0.3672,2.89855072463768
"591",FALSE,"301",591,"chander_1998","Research farm of the CCS Harya Agricultural University, Hisar","India","Asia",75.0833333333333,29.0333333,215,400,28.3,"BSh","Cambisols",700,160,140,NA,"7.46",15,NA,0,15,7.5,NA,"silvoarable",NA,400,"Triticum aestivum, Vig sinensis","Dalbergia sissoo","cropland","Synchronic",12,13.2804,NA,"Agriculture",12.6684,NA,1,1,0.612,4.83091787439614
"592",TRUE,"120",592,"chauhan_2010","Balachaur, SBS jar, Punjab","India","Asia",76.287018,31.061438,NA,726,24.3,"BSh",NA,NA,NA,NA,NA,NA,15,NA,0,15,7.5,NA,"silvoarable",NA,740.740740740741,"Wheat","Populus spp","cropland","Synchronic",4,7.616,NA,"Agriculture",7.168,NA,0,1,0.448,6.24999999999999
"593",TRUE,"164",593,"chauhan_2010","Balachaur, SBS jar, Punjab","India","Asia",76.287018,31.061438,NA,726,24.3,"BSh",NA,NA,NA,NA,NA,NA,15,NA,0,15,7.5,NA,"silvoarable",NA,740.740740740741,"Wheat","Populus spp","cropland","Synchronic",5,9.184,NA,"Agriculture",7.168,NA,0,1,2.016,28.125
"594",TRUE,"188",594,"chauhan_2010","Balachaur, SBS jar, Punjab","India","Asia",76.287018,31.061438,NA,726,24.3,"BSh",NA,NA,NA,NA,NA,NA,15,NA,0,15,7.5,NA,"silvoarable",NA,740.740740740741,"Wheat","Populus spp","cropland","Synchronic",6,9.632,NA,"Agriculture",7.168,NA,0,1,2.464,34.375
"595",TRUE,"209",595,"chauhan_2010","Balachaur, SBS jar, Punjab","India","Asia",76.287018,31.061438,NA,726,24.3,"BSh",NA,NA,NA,NA,NA,NA,15,NA,0,15,7.5,NA,"silvoarable",NA,740.740740740741,"Wheat","Populus spp","cropland","Synchronic",7,8.736,NA,"Agriculture",7.168,NA,0,1,1.568,21.875
"596",TRUE,"298",596,"demessie_2013","Ashoka","Ethiopia","Africa",38.8,7.2833333,2208,973,19.9366666666667,"Cwb","Luvisols",483,333,347.333333333333,NA,"5.9",100,NA,0,100,50,NA,"parkland",NA,5,"native grass","Podocarpus falcatus Thunb.ex Mirb., Prunus africa (Hook.F.) Kalkm","Forest","diachronic",12,156.937799043062,NA,"Forest",226.1,16.83,1,1,-69.162200956938,-30.5892087381415
"597",TRUE,"296",597,"demessie_2013","Ashoka","Ethiopia","Africa",38.8,7.3,2183.75,973,19.9366666666667,"Cwb","Luvisols",483,333,347.333333333333,NA,"5.95",100,NA,0,100,50,NA,"parkland",NA,5,"native grass","F.sure, Croton macrostachys Hochst.ex Rich.","Forest","diachronic",12,157.655502392344,NA,"Forest",226.1,16.83,1,1,-68.444497607656,-30.2717813390783
"598",TRUE,"299",598,"demessie_2013","Ashoka","Ethiopia","Africa",38.8,7.3,2176.875,973,19.9366666666667,"Cwb","Luvisols",483,333,347.333333333333,NA,"5.95",100,NA,0,100,50,NA,"parkland",NA,5,"native grass","Schefflera abyssinica (Hochst. Ex A. Rich) Harms., Prunus africa (Hook.F.) Kalkm, Podocarpus falcatus Thunb.ex Mirb.","Forest","diachronic",12,149.043062200956,NA,"Forest",226.1,16.83,1,1,-77.056937799044,-34.080910127839
"599",FALSE,"297",599,"demessie_2013","Beseko","Ethiopia","Africa",38.8166666666666,7.3166667,2146.875,973,19.9366666666667,"Cwb","Luvisols",NA,NA,NA,NA,"6.2750000000000004",100,NA,0,100,50,NA,"parkland",NA,5,"native grass","Podocarpus falcatus Thunb.ex Mirb.","Forest","diachronic",12,202.153110047846,NA,"Forest",226.1,16.83,1,1,-23.946889952154,-10.591282597149
"600",FALSE,"297",600,"demessie_2013","Leye","Ethiopia","Africa",38.8,7.3,2162.5,973,19.9366666666667,"Cwb","Luvisols",490,353,157,NA,"6.0750000000000002",100,NA,0,100,50,NA,"parkland",NA,5,"native grass","Podocarpus falcatus Thunb.ex Mirb.","Forest","diachronic",12,183.492822966507,NA,"Forest",226.1,16.83,1,1,-42.607177033493,-18.8443949727966
"601",TRUE,"354",601,"dhillon_2017","Saskatchewan","Canada","North_America",-108,50,NA,356.5,3.75,"Dfb","Chernozems",NA,NA,NA,NA,NA,30,NA,0,30,15,NA,"hedgerow",NA,1301.3,NA,"Caraga arborescens","cropland","Synchronic",18.2,51.5,3.60693775937429,"Agriculture",44.7,1.91049731745428,0,1,6.8,15.2125279642058
"602",TRUE,"361",602,"dhillon_2017","Saskatchewan","Canada","North_America",-104,51.5,NA,356.5,3.75,"Dfb","Chernozems",NA,NA,NA,NA,NA,30,NA,0,30,15,NA,"hedgerow",NA,486.9,NA,"Fraxinus pennsylvanica","cropland","Synchronic",19.6,118.7,8.98888202169769,"Agriculture",102.8,6.26258732474047,0,1,15.9,15.4669260700389
"603",TRUE,"446",603,"dhillon_2017","Saskatchewan","Canada","North_America",-104,51.5,NA,356.5,3.75,"Dfb","Chernozems",NA,NA,NA,NA,NA,30,NA,0,30,15,NA,"hedgerow",NA,380.1,NA,"Pinus sylvestris","cropland","Synchronic",31.3,95.3,7.82943165242535,"Agriculture",75.4,3.86005181312376,0,1,19.9,26.3925729442971
"604",TRUE,"431",604,"dhillon_2017","Saskatchewan","Canada","North_America",-104,53,NA,356.5,3.75,"Dfb","Chernozems",NA,NA,NA,NA,NA,30,NA,0,30,15,NA,"hedgerow",NA,341.1,NA,"Picea glauca","cropland","Synchronic",27.4,81.4,6.76239602507869,"Agriculture",63.5,5.52268050859363,0,1,17.9,28.1889763779528
"605",TRUE,"387",605,"dhillon_2017","Saskatchewan","Canada","North_America",-106,52,NA,356.5,3.75,"Dfb","Chernozems",NA,NA,NA,NA,NA,30,NA,0,30,15,NA,"hedgerow",NA,368.8,NA,"Acer negundo","cropland","Synchronic",21.7,79.2,5.8309518948453,"Agriculture",68.1,3.40587727318528,0,1,11.1,16.2995594713657
