"","profile_ID","ID","old_number","First_Author","Year_of_publication","Site_name","Country","Region","Longitude","Latitude","Altitude_masl","Mean_annual_rainfall_mm","Mean_annual_temperature_C","Climate_Köppen","Soil_type","Soil_type_WRB/FAO","Sand","Silt","Clay","Texture","pH","Depth_cm","Layer_deep","Initial_depth","Final_depth","Reference_depth","AFS_description","AFS_classification","AFS_crop_density_ha","AFS_tree_density_ha","Crop_species","Tree_species","Previous_land_use","Experimental_design","AFS_age_yrs","AFS_Stock_t_ha","AFS_SE_t_ha","Tree_Row_Stock_t_ha","Tree_Row_SE_t_ha","Alley_Stock_t_ha","Alley_SE_t_ha","Control_type","Control_Stock_ton_ha","Control_SE_t_ha","Tree_Row_Control_Stock_t_ha","Tree_Row_Control_SE_t_ha","Alley_Control_Stock_t_ha","Alley_Control_SE_t_ha","SOC_Storage_rate_t_ha_yr","SOC_Storage_rate_SE_t_ha_yr","pH_flag","texture_flag","C_stocks_delta_t_ha","C_stocks_delta_procent","dataset_stocks_delta","dataset_stocks_delta_ratio","dataset_stocks_delta","dataset_stocks_delta_ratio"
"152","348",152,110,"mazurek&bejger","2014","Proszowice Plateau . Dolany","Poland","Europe",20.48,50.14,194,550,7.7,"Cfb","Chernozem","Chernozem",NA,NA,NA,"silt loam","6.29",25,"0-25",0,25,12.5,"shelterbelt - balck locust trees","hedgerow",NA,NA,"cereals, tobacco and wheat","black locust (Robinia pseudoacacia)","cropland","synchronic",50,NA,NA,62.81,NA,47.39,NA,"cropland",46.69,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"153","340",153,111,"nair","2007","Sheriiff's Boys Ranch, Live Oak, Suwannee- Florida","United States","North_America",-83,30.4,NA,NA,NA,NA,"Ultisol","Acrisols",940,25,35,NA,"5.65",5,"0-5",0,5,2.5,"silvopasture x treeless pasture","silvopasture",NA,1000,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",40,35.79,NA,NA,NA,NA,NA,"pasture",21.36,NA,NA,NA,NA,NA,NA,NA,1,1,14.43,67.5561797752809,14.43,67.5561797752809,14.43,67.5561797752809
"154","340",154,111,"nair","2007","Sheriiff's Boys Ranch, Live Oak, Suwannee- Florida","United States","North_America",-83,30.4,NA,NA,NA,NA,"Ultisol","Acrisols",945,30,25,NA,"5.5",10,"5-15",5,15,10,"silvopasture x treeless pasture","silvopasture",NA,1000,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",40,18.96,NA,NA,NA,NA,NA,"pasture",28.89,NA,NA,NA,NA,NA,NA,NA,1,1,-9.93,-34.3717549325026,-9.93,-34.3717549325026,-9.93,-34.3717549325026
"155","340",155,111,"nair","2007","Sheriiff's Boys Ranch, Live Oak, Suwannee- Florida","United States","North_America",-83,30.4,NA,NA,NA,NA,"Ultisol","Acrisols",940,35,25,NA,"5.55",15,"15-30",15,30,22.5,"silvopasture x treeless pasture","silvopasture",NA,1000,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",40,27.7425,NA,NA,NA,NA,NA,"pasture",21.8925,NA,NA,NA,NA,NA,NA,NA,1,1,5.85,26.72147995889,5.85,26.72147995889,5.85,26.72147995889
"156","340",156,111,"nair","2007","Sheriiff's Boys Ranch, Live Oak, Suwannee- Florida","United States","North_America",-83,30.4,NA,NA,NA,NA,"Ultisol","Acrisols",940,35,25,NA,"5.55",20,"30-50",30,50,40,"silvopasture x treeless pasture","silvopasture",NA,1000,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",40,24.45,NA,NA,NA,NA,NA,"pasture",19.56,NA,NA,NA,NA,NA,NA,NA,1,1,4.89,25,4.89,25,4.89,25
"157","340",157,111,"nair","2007","Sheriiff's Boys Ranch, Live Oak, Suwannee- Florida","United States","North_America",-83,30.4,NA,NA,NA,NA,"Ultisol","Acrisols",945,30,25,NA,"5.6",25,"50-75",50,75,62.5,"silvopasture x treeless pasture","silvopasture",NA,1000,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",40,62.2875,NA,NA,NA,NA,NA,"pasture",24.6375,NA,NA,NA,NA,NA,NA,NA,1,1,37.65,152.815829528158,37.65,152.815829528158,37.65,152.815829528158
"158","340",158,111,"nair","2007","Sheriiff's Boys Ranch, Live Oak, Suwannee- Florida","United States","North_America",-83,30.4,NA,NA,NA,NA,"Ultisol","Acrisols",945,30,25,NA,"5.55",50,"75-125",75,125,100,"silvopasture x treeless pasture","silvopasture",NA,1000,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",40,111.3,NA,NA,NA,NA,NA,"pasture",33,NA,NA,NA,NA,NA,NA,NA,1,1,78.3,237.272727272727,78.3,237.272727272727,78.3,237.272727272727
"159","230",159,111,"nair","2007","St. Cloud, Osceola - Florida","United States","North_America",-81.1666666666667,28.15,NA,NA,NA,NA,"Spodosols","Podzols",940,30,30,NA,"4.45",5,"0-5",0,5,2.5,"silvopasture x treeless pasture","silvopasture",NA,240.731824747232,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",12,59.4075,NA,NA,NA,NA,NA,"pasture",63.87,NA,NA,NA,NA,NA,NA,NA,1,1,-4.46250000000001,-6.98684828558009,-4.46250000000001,-6.98684828558009,-4.46250000000001,-6.98684828558009
"160","230",160,111,"nair","2007","St. Cloud, Osceola - Florida","United States","North_America",-81.1666666666667,28.15,NA,NA,NA,NA,"Spodosols","Podzols",940,45,15,NA,"4.55",10,"5-15",5,15,10,"silvopasture x treeless pasture","silvopasture",NA,240.731824747232,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",12,38.685,NA,NA,NA,NA,NA,"pasture",41.34,NA,NA,NA,NA,NA,NA,NA,1,1,-2.65499999999999,-6.42235123367197,-2.65499999999999,-6.42235123367197,-2.65499999999999,-6.42235123367197
"161","230",161,111,"nair","2007","St. Cloud, Osceola - Florida","United States","North_America",-81.1666666666667,28.15,NA,NA,NA,NA,"Spodosols","Podzols",940,35,25,NA,"4.8",15,"15-30",15,30,22.5,"silvopasture x treeless pasture","silvopasture",NA,240.731824747232,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",12,54.1575,NA,NA,NA,NA,NA,"pasture",33.975,NA,NA,NA,NA,NA,NA,NA,1,1,20.1825,59.4039735099338,20.1825,59.4039735099338,20.1825,59.4039735099338
"162","230",162,111,"nair","2007","St. Cloud, Osceola - Florida","United States","North_America",-81.1666666666667,28.15,NA,NA,NA,NA,"Spodosols","Podzols",945,35,20,NA,"4.75",20,"30-50",30,50,40,"silvopasture x treeless pasture","silvopasture",NA,240.731824747232,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",12,48.24,NA,NA,NA,NA,NA,"pasture",29.49,NA,NA,NA,NA,NA,NA,NA,1,1,18.75,63.5808748728383,18.75,63.5808748728383,18.75,63.5808748728383
"163","230",163,111,"nair","2007","St. Cloud, Osceola - Florida","United States","North_America",-81.1666666666667,28.15,NA,NA,NA,NA,"Spodosols","Podzols",965,20,15,NA,"4.6500000000000004",25,"50-75",50,75,62.5,"silvopasture x treeless pasture","silvopasture",NA,240.731824747232,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",12,42.3375,NA,NA,NA,NA,NA,"pasture",40.0125,NA,NA,NA,NA,NA,NA,NA,1,1,2.325,5.81068416119961,2.325,5.81068416119961,2.325,5.81068416119961
"164","230",164,111,"nair","2007","St. Cloud, Osceola - Florida","United States","North_America",-81.1666666666667,28.15,NA,NA,NA,NA,"Spodosols","Podzols",955,25,20,NA,"4.55",50,"75-125",75,125,100,"silvopasture x treeless pasture","silvopasture",NA,240.731824747232,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",12,94.575,NA,NA,NA,NA,NA,"pasture",64.575,NA,NA,NA,NA,NA,NA,NA,1,1,30,46.4576074332172,30,46.4576074332172,30,46.4576074332172
"165","57",165,112,"schmidt","2021","Dornburg - Thuringia","Germany","Europe",11.65,51.02,285,590,10.8,"Cfb","Phaeozem","Phaeozem",40,730,230,NA,"6.6",30,"0-30",0,30,15,"alley cropping","alley cropping",NA,NA,"wheat (Triticum aestivum), barley (Hordeum vulgare) and rapeseed (Brassica napus)","poplar clone max 1 (Populus nigra 9 Populus maximowiczii),","cropland","synchronic",2.5,NA,NA,22.0626,NA,18.3141,NA,"cropland",16.5648,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"166","89",166,112,"schmidt","2021","Wendhausen - Lower Saxony","Germany","Europe",10.63,52.33,82,662,10.3,"Cfb","Cambisol","Cambisol",180,455,365,NA,"7.25",30,"0-30",0,30,15,"alley cropping","alley cropping",NA,NA,"wheat (Triticum aestivum), barley (Hordeum vulgare) and rapeseed (Brassica napus)","poplar clone max 1 (Populus nigra 9 Populus maximowiczii),","cropland","synchronic",3.5,NA,NA,18.2094,NA,17.5686,NA,"cropland",16.4472,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"167","57",167,112,"schmidt","2021","Forst - Brandeburg","Germany","Europe",14.63,51.78,67,607,10.3,"Cfb","Cambisol","Cambisol",640,280,80,NA,"7.05",30,"0-30",0,30,15,"alley cropping","alley cropping",NA,NA,"wheat (Triticum aestivum), barley (Hordeum vulgare) and rapeseed (Brassica napus)","poplar clone max 1 (Populus nigra 9 Populus maximowiczii),","cropland","synchronic",2.5,NA,NA,15.8208,NA,16.0512,NA,"cropland",13.3632,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"168","351",168,113,"van_den_berge","2021","Turnhout . Atwerp","Belgium","Europe",4.9375,51.3216666666667,26.5,755,10.1,NA,NA,NA,NA,NA,NA,"sandy soils",NA,23,"0-23",0,23,11.5,"field margin of hedgerow","hedgerow",NA,NA,"maize (Zea mays subsp. Mays, 77%), English ryegrass (Lolium perenne, 11%, cultivated as roughage), potato (Solanum tuberosum, 4%) or pump- kins (Cucurbita pepo, 8%)","silver birch (Betula pendula) (present in 90% of the hedgerows), pedunculate oak (Quercus robur) (70%), black cherry (Prunus serotina) (70%) and goat willow (Salix caprea) (50%)","cropland","synchronic",58,81.7,28.8,NA,NA,NA,NA,"grass strip",56.6,14.5,NA,NA,NA,NA,NA,NA,0,1,25.1,44.3462897526502,25.1,44.3462897526502,25.1,44.3462897526502
"169","350",169,113,"van_den_berge","2021","Turnhout . Atwerp","Belgium","Europe",4.9375,51.3216666666667,26.5,755,10.1,NA,NA,NA,NA,NA,NA,"sandy soils",NA,23,"0-23",0,23,11.5,"arable field + field margin. hedgerow","hedgerow",NA,NA,"maize (Zea mays subsp. Mays, 77%), English ryegrass (Lolium perenne, 11%, cultivated as roughage), potato (Solanum tuberosum, 4%) or pump- kins (Cucurbita pepo, 8%)","silver birch (Betula pendula) (present in 90% of the hedgerows), pedunculate oak (Quercus robur) (70%), black cherry (Prunus serotina) (70%) and goat willow (Salix caprea) (50%)","cropland","synchronic",58,56.4,6.3,NA,NA,NA,NA,"grass strip",55.6,5,NA,NA,NA,NA,NA,NA,0,1,0.799999999999997,1.4388489208633,0.799999999999997,1.4388489208633,0.799999999999997,1.4388489208633
"170","48",170,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",165,220,615,"clayey","6.48",10,"0-10",0,10,5,"SASP 2 anos: rice + soy + eucalyptus","silvoarable",NA,2860,"rice (1st year) + soy (2nd year)","eucalyptus","shrubland","diachronic",2,NA,NA,14.0277777777777,NA,15.46120059,NA,"cerrado (brazilian savanah) - year 0",NA,NA,27.5,NA,27.6427525622254,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"171","48",171,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",155,195,650,"clayey","6.48",10,"10-20",10,20,15,"SASP 2 anos: rice + soy + eucalyptus","silvoarable",NA,2860,"rice (1st year) + soy (2nd year)","eucalyptus","shrubland","diachronic",2,NA,NA,15.6018518518518,NA,17.1010248901903,NA,"cerrado (brazilian savanah) - year 0",NA,NA,29.375,NA,29.2825768667642,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"172","48",172,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",135,150,715,"clayey","6.48",20,"20-40",20,40,30,"SASP 2 anos: rice + soy + eucalyptus","silvoarable",NA,2860,"rice (1st year) + soy (2nd year)","eucalyptus","shrubland","diachronic",2,NA,NA,30.3009259259259,NA,26.4714494875549,NA,"cerrado (brazilian savanah) - year 0",NA,NA,24.9768518518518,NA,37.01317715959,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"173","48",173,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",135,150,715,"clayey","6.48",20,"40-60",40,60,50,"SASP 2 anos: rice + soy + eucalyptus","silvoarable",NA,2860,"rice (1st year) + soy (2nd year)","eucalyptus","shrubland","diachronic",2,NA,NA,26.7129629629629,NA,25.3001464128843,NA,"cerrado (brazilian savanah) - year 0",NA,NA,26.1342592592592,NA,25.0658857979502,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"174","48",174,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",135,160,705,"clayey","6.48",40,"60-100",60,100,80,"SASP 2 anos: rice + soy + eucalyptus","silvoarable",NA,2860,"rice (1st year) + soy (2nd year)","eucalyptus","shrubland","diachronic",2,NA,NA,41.2962962962962,NA,36.5446559297218,NA,"cerrado (brazilian savanah) - year 0",NA,NA,24.6296296296296,NA,24.8316251830161,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"175","49",175,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",70,150,780,"clayey","6.2",10,"0-10",0,10,5,"SASP 3 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",2,NA,NA,18.4953703703703,NA,17.8038067349926,NA,"cerrado (brazilian savanah) - year 0",NA,NA,27.5,NA,27.64,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"176","80",176,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",70,150,780,"clayey","6.2",10,"10-20",10,20,15,"SASP 3 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",3,NA,NA,18.4953703703703,NA,17.8038067349926,NA,"cerrado (brazilian savanah) - year 0",NA,NA,29.375,NA,29.2825768667642,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"177","80",177,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",70,160,770,"clayey","6.2",20,"20-40",20,40,30,"SASP 3 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",3,NA,NA,32.3842592592592,NA,29.2825768667642,NA,"cerrado (brazilian savanah) - year 0",NA,NA,24.9768518518518,NA,37.01317715959,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"178","80",178,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",70,145,785,"clayey","6.2",20,"40-60",40,60,50,"SASP 3 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",3,NA,NA,26.3657407407407,NA,24.1288433382137,NA,"cerrado (brazilian savanah) - year 0",NA,NA,26.1342592592592,NA,25.0658857979502,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"179","80",179,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",65,135,800,"clayey","6.2",40,"60-100",60,100,80,"SASP 3 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",3,NA,NA,41.0648148148148,NA,35.3733528550512,NA,"cerrado (brazilian savanah) - year 0",NA,NA,24.6296296296296,NA,24.8316251830161,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"180","110",180,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",95,165,740,"clayey","5.55",10,"0-10",0,10,5,"SASP 4 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",4,NA,NA,16.1111111111111,NA,17.8038067349926,NA,"cerrado (brazilian savanah) - year 0",NA,NA,27.5,NA,27.6427525622254,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"181","110",181,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",90,155,755,"clayey","5.55",10,"10-20",10,20,15,"SASP 4 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",4,NA,NA,18.4953703703703,NA,21.0834553440702,NA,"cerrado (brazilian savanah) - year 0",NA,NA,29.375,NA,29.2825768667642,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"182","110",182,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",80,150,770,"clayey","5.55",20,"20-40",20,40,30,"SASP 4 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",4,NA,NA,31.574074074074,NA,29.7510980966325,NA,"cerrado (brazilian savanah) - year 0",NA,NA,24.9768518518518,NA,37.01317715959,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"183","110",183,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",75,140,785,"clayey","5.55",20,"40-60",40,60,50,"SASP 4 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",4,NA,NA,20.4629629629629,NA,20.3806734992679,NA,"cerrado (brazilian savanah) - year 0",NA,NA,26.1342592592592,NA,25.0658857979502,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"184","110",184,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",70,145,785,"clayey","5.55",40,"60-100",60,100,80,"SASP 4 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",4,NA,NA,53.3333333333333,NA,37.7159590043923,NA,"cerrado (brazilian savanah) - year 0",NA,NA,24.6296296296296,NA,24.8316251830161,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"185","166",185,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",150,145,705,"clayey","5.76",10,"0-10",0,10,5,"SASP 7 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",7,NA,NA,15.4166666666666,NA,17.1498723456631,NA,"cerrado (brazilian savanah) - year 0",NA,NA,27.5,NA,27.6427525622254,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"186","166",186,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",150,145,705,"clayey","5.76",10,"10-20",10,20,15,"SASP 7 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",7,NA,NA,18.6111111111111,NA,17.5695461200585,NA,"cerrado (brazilian savanah) - year 0",NA,NA,29.375,NA,29.2825768667642,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"187","166",187,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",150,130,720,"clayey","5.76",20,"20-40",20,40,30,"SASP 7 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",7,NA,NA,33.5416666666666,NA,28.814055636896,NA,"cerrado (brazilian savanah) - year 0",NA,NA,24.9768518518518,NA,37.01317715959,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"188","166",188,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",150,135,715,"clayey","5.76",20,"40-60",40,60,50,"SASP 7 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",7,NA,NA,21.2731481481481,NA,21.5519765739385,NA,"cerrado (brazilian savanah) - year 0",NA,NA,26.1342592592592,NA,25.0658857979502,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"189","166",189,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",135,125,740,"clayey","5.76",40,"60-100",60,100,80,"SASP 7 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",7,NA,NA,33.4259259259259,NA,37.9502196193265,NA,"cerrado (brazilian savanah) - year 0",NA,NA,24.6296296296296,NA,24.8316251830161,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"190","217",190,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",80,175,745,"clayey","6.95",10,"0-10",0,10,5,"SASP 10 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",10,NA,NA,24.1666666666666,NA,17.3352855051244,NA,"cerrado (brazilian savanah) - year 0",NA,NA,27.5,NA,27.6427525622254,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"191","217",191,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",60,170,770,"clayey","6.95",10,"10-20",10,20,15,"SASP 10 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",10,NA,NA,18.2638888888888,NA,15.2269399707174,NA,"cerrado (brazilian savanah) - year 0",NA,NA,29.375,NA,29.2825768667642,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"192","217",192,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",60,160,780,"clayey","6.95",20,"20-40",20,40,30,"SASP 10 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",10,NA,NA,30.6481481481481,NA,33.4992679355783,NA,"cerrado (brazilian savanah) - year 0",NA,NA,24.9768518518518,NA,37.01317715959,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"193","217",193,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",60,160,780,"clayey","6.95",20,"40-60",40,60,50,"SASP 10 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",10,NA,NA,26.4814814814814,NA,25.7686676427525,NA,"cerrado (brazilian savanah) - year 0",NA,NA,26.1342592592592,NA,25.0658857979502,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"194","217",194,114,"vergutz","2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Latossolo Vermelho Escuro Distrófico","Ferralsols Dark Red",60,170,770,"clayey","6.95",40,"60-100",60,100,80,"SASP 10 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",10,NA,NA,35.9722222222222,NA,39.5900439238653,NA,"cerrado (brazilian savanah) - year 0",NA,NA,24.6296296296296,NA,24.8316251830161,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
